videoId,permalink_url_y,title,message,post_created_time,Primary_Category_1,Secondary_Category_1_revisited,Video_Type_1,Tags,visual_first_3_seconds,voice_first_3_seconds,background_music_type_first_3_seconds,thumbnail,thumbnail_Sentiment,seven_day_views
2343108625966714,https://www.facebook.com/1954072204870360/posts/2343108625966714/,'Kamali' Selected For Oscars,9 साल की Kamali Moorthy पर बनी short film हुई Oscar awards के लिए shortlist,2019-05-15 12:00:15,Entertainment,"Award/Achievement, X-Factor, Other Sports",Inspiring,no tags,commoner (np),text only (to),relevant,Commoner,"Happy, Action",7477.0
2493154734295435,https://www.facebook.com/1954072204870360/posts/2493154734295435/,What Is Sabarimala Temple Issue?,क्यों है सबरीमाला मंदिर में महिलाओं के प्रवेश पर विवाद?,2019-11-14 20:35:15,Judiciary & Crime,"Judicial, Religion",Controversial,"Sabarimala Temple, Sabarimala, Supreme Court, Women Right",commoner (np), common voice (optv),no music,Temple,Neutral ,4863.0
2549805008630407,https://www.facebook.com/1954072204870360/posts/2549805008630407/,India's External Affairs Minister S Jaishankar's Birthday,"विदेश में देश का नाम बढ़ाने वाले एस जयशंकर का आज है जन्मदिन

Ministry of External Affairs, Government of India",2020-01-09 14:17:15,Politics,Famous Personality,"Day-specific, Profile","S Jaishankar, Jaishankar on JNU, Jaishankar against Pakistan, Foreign Minister, External Affairs Minister, Diplomat",famous personality (fp), voice of famous personality (fpv),no music,Famous Personality,Happy ,29582.0
2549770155300559,https://www.facebook.com/1954072204870360/posts/2549770155300559/,Viral - Owner Makes His Dog Wear Helmet In Chennai,ट्रैफिक पुलिस का खौफ इतना की कुत्ते को पहना दिया हेलमेट!,2020-01-09 18:00:15,Weird News,"Animals, Person Specific","Funny, Viral","Dogs, Tamil Nadu, Funny Animals, Boxer Dogs, Chennai, India, Dog wears helmet, cute dog",other,text only (to),relevant,Animal,Neutral ,25885.0
2567158553561719,https://www.facebook.com/1954072204870360/posts/2567158553561719/,This Kollywood Actor Does Social Service By Daily Distributing Food Amongst The Poor,पर्दे का खलनायक जो रोज मिटाता है 100 लोगों की भूख,2020-01-28 12:50:15,Lifestyle,"Social Work, Famous Personality",Inspiring,not editable,famous personality (fp),text only (to),neutral,Famous Personality,neutral ,159562.0
2548838832060358,https://www.facebook.com/1954072204870360/posts/2548838832060358/,The Process Of Executing Death Sentence,कैसे दी जाएगी निर्भया के दोषियों को फांसी?,2020-01-08 17:00:15,Judiciary & Crime,"Judicial, Facts","Informative, Explainers","Pawan Jallad, Hangman Pawan Jallad, Nirbhaya case verdict, nirbhaya, nirbhaya rape case, Nirbhaya victims death penalty, death sentence",other,text only (to),neutral,Other,Neutral ,30150.0
2549703905307184,https://www.facebook.com/1954072204870360/posts/2549703905307184/,Rahul Dravid - The Wall Turns 47,"टीम इंडिया की वॉल का आज है बर्थडे

Rahul Dravid",2020-01-11 09:00:15,Sports & Games,"Cricket, Famous Personality","Day-specific, Profile","Test Cricket & First-Class Cricket, Cricket, Rahul Dravid, Rahul Dravid Birth Anniversary, Rahul Dravid Birthday, Happy birthday Rahul Dravid, Rahul Dravid the wall, Indian Cricket",famous personality (fp), voice of famous personality (fpv),relevant,Famous Personality,Happy ,44101.0
2548809705396604,https://www.facebook.com/1954072204870360/posts/2548809705396604/,Deepika Padukone Attends JNU Students Protest Against Campus Attack,"JNU जाने पर क्यों troll हुईं Deepika Padukone?

(via फिल्मी NEWJ)",2020-01-08 15:00:15,Politics,"Bollywood, Famous Personality",Controversial,"Tractors, Deepika Padukone, JNU Students, JNU Students Protest, Bollywood Actress",famous personality (fp), common voice (optv),low,Famous Personality,Neutral ,26665.0
2548956662048575,https://www.facebook.com/1954072204870360/posts/2548956662048575/,9-Judge Bench To Hear Sabrimala Matter,महिलाओं के मामले में होगी कौन सी सुप्रीम सुनवाई?,2020-01-08 20:30:15,Judiciary & Crime,"Judicial, Religion, News","Informative, Controversial","Muslim, Supreme Court, Justice Bobde, Sabarimala case, right to pray, parsis",commoner (np),text only (to),neutral,Heritage,Neutral ,3648.0
2547970535480521,https://www.facebook.com/1954072204870360/posts/2547970535480521/,Nirbhaya Case - All 4 Convicts To Be Hanged On 22nd January,"22 जनवरी को फांसी के फंदे पर लटकेंगे निर्भया के दोषी

#NirbhayaVerdict",2020-01-07 18:30:15,Judiciary & Crime,"Judicial, Crime",Informative,"nirbhaya case, nirbhaya rape case, nirbhaya verdict, nirbhaya",commoner (np), common voice (optv),no music,Commoner,Happy ,66249.0
2547882218822686,https://www.facebook.com/1954072204870360/posts/2547882218822686/,Baby Pragya Medha's Mesmerizing Soulful Duet With Her Mom,"इस बार लिटिल लता दी ने गाया कौन सा गाना?

Jubin Nautiyal",2020-01-08 12:00:15,Entertainment,"Music, X-Factor","Entertaining, Viral","Bollywood, pragya medha singing Kabir singh, Pragya medha with her mom, pragya medha singing, baby pragya medha",commoner (np), common voice (optv),no music,Commoner,Happy ,48085.0
2549937911950450,https://www.facebook.com/1954072204870360/posts/2549937911950450/,Air Conditioners To Be Set At Default Temperature,"अब से एसी में 24 डिग्री पर सेट रहेगा तापमान, जानिए सरकार ने क्यों उठाया ये कदम

Bureau of Energy Efficiency Ministry of Environment, Forest & Climate Change, Government of India",2020-01-10 17:00:15,Government, Policies/Norms/Rules,Informative,"Water Conservation, AC, Air Conditioner, Bureau of Enegry Efficiency, Default temparature in ACs, 24 degree celsius in AC",other,text only (to),neutral,Object,Neutral ,3197.0
2548981535379421,https://www.facebook.com/1954072204870360/posts/2548981535379421/,Travel In Tejas Express And Get Your House Insured,"घर में चोरी होने पर क्यों मुआवजा देगी आईआरसीटीसी?

Ministry of Railways, Government of India",2020-01-09 12:00:15,Government,Policies/Norms/Rules,Informative,"Tejas express, railway ministry, House insurance, robbery, IRCTC",commoner (np), common voice (optv),relevant,Commoner,Happy ,11533.0
2550730715204503,https://www.facebook.com/1954072204870360/posts/2550730715204503/,200 Visually Challenged Athletes Participate In Marathon,"कहां 200 नेत्रहिन एथलीट के लिए आयोजित हुई स्पेशल मैराथॉन? 

Pinkathon",2020-01-10 15:00:15,Sports & Games,"X-Factor, Other Sports","Event, Inspiring","Visually impaired athletes in Marathon, Mumbai Marathon, Pinkathon, Blind Athletes",other,text only (to),relevant,Crowd,"Happy, Action",3070.0
2548036172140624,https://www.facebook.com/1954072204870360/posts/2548036172140624/,Fact File - Events That Led To Violence In JNU,"जेएनयू में कब, क्या हुआ?",2020-01-07 20:30:15,Judiciary & Crime,"Crime, Facts","Informative, Controversial","JNU, JNU Violence, JNU mob attack, ABVP and AISA, Leftists, right wing",commoner (np), common voice (optv),no music,Crowd,Anger,11547.0
2546976705579904,https://www.facebook.com/1954072204870360/posts/2546976705579904/,Who was Irani General Qassem Soleimani?,कौन थे अमेरिकी हमले में मारे गए जनरल कासिम सुलेमानी?,2020-01-06 20:30:15,Global News,"Army, Famous Personality","General, Profile","Tehran, Iran, Baghdad, Iraq, Qassem Suleimani, Soleimani Assassination, Donald Trump, US Air Strike",other,text only (to),neutral,Famous Personality,Neutral ,63284.0
2547763365501238,https://www.facebook.com/1954072204870360/posts/2547763365501238/,Australian Bushfire Causes Devastating Impact On Its Wildlife,ऑस्ट्रेलिया में लगी आग से 50 करोड़ जानवरों की मौत,2020-01-07 15:00:15,Global News,"crisis, Animals","Trending, Emotional, Scary",not editable,commoner (np), common voice (optv),no music,"Nature, Animal",Neutral ,172310.0
2546812465596328,https://www.facebook.com/1954072204870360/posts/2546812465596328/,Nankana Sahib Attack's Main Accuse Imran Chisti Gets Arrested,पाकिस्तान में क्यों सुरक्षित नहीं है अल्पसंख्यक?,2020-01-06 16:30:15,Global News,"Religion,  Crime, Famous Personality","Trending, Controversial","Punjab (region), Pakistan, nankana Sahib, Nankana Sahib Violence, Mob attack on Nankana Sahib, Sikh girl in Pakistan, Minorities in pakistan",Crowd, common voice (optv),no music,Crowd,Anger,13607.0
2550744891869752,https://www.facebook.com/1954072204870360/posts/2550744891869752/,An Innovative Mini Car With Worth Just Rs 56000,"कभी स्कूल नहीं गए बवर सिंह ने कैसे ₹56,000 में  बना दी कार?

Skill India",2020-01-11 15:00:15,Technology & Innovations,Person specific,General ,"Ludhiana, Punjab, India, Mini Car, Bawar Singh, Skill India, Small Car, Nano car",other,text only (to),relevant,Commoner,Neutral ,49172.0
2547679608842947,https://www.facebook.com/1954072204870360/posts/2547679608842947/,Gautam Gambhir Installs India's First Smog Tower In Delhi,"कैसे दिल्ली का प्रदूषण अब 80 फीसदी तक होने जा रहा है कम?

Gautam Gambhir",2020-01-07 12:00:15,Environment/Ecosystem,"Crisis, Famous Personality",Informative,"Delhi, New Delhi, delhi Smog tower, Gautam Gambhir smog tower, Air Pollution in Delhi, Delhi pollution, Air Quality",other,text only (to),neutral,Object,Neutral ,6576.0
2546799592264282,https://www.facebook.com/1954072204870360/posts/2546799592264282/,Several Students Left Injured As Violence Break Out In JNU Campus,अब जेएनयू में हुआ कौन सा विवाद?,2020-01-06 15:07:15,Judiciary & Crime,"Crime, News","Emotional, Scary","JNU Under Attack, JNU Attack, JNU Mob attack, ABVP attack JNU, Masked goons inside JNU, CAA protest, Left attack JNU, CAA NRC protest",commoner (np), common voice (optv),no music,Commoner,"Anger, Action",21661.0
2546921442252097,https://www.facebook.com/1954072204870360/posts/2546921442252097/,BJP Launches a Nationwide Campaign To Support CAA,"दिल्ली की गलियों में घूमे अमित शाह, नागरिकता कानून के समर्थन में बीजेपी ने शुरु किया अभियान

Bharatiya Janata Party (BJP)",2020-01-07 09:00:15,Government,"Protests/Rallies, Judicial",Controversial,"CAA support Campaign, Amit Shah, Support CAA, BJP toll free number, CAA protest, Citizenship Amendment Act",Crowd,Crowd,low,Famous Personality,Happy ,24611.0
2547815268829381,https://www.facebook.com/1954072204870360/posts/2547815268829381/,Fan Makes Virat Kohli's Portrait Using Old Mobile Phones And Wires,"विराट के फैन ने पुराने मोबाइल से कैसे बनाई उनकी खास तस्वीर?

Virat Kohli",2020-01-08 09:00:15,Skill & Art ,"Cricket, Visual Arts, X-factor",Trending,"Test Cricket & First-Class Cricket, Cricket, Virat Kohli portrait, King Kohli fans, Kohli fan makes his portrait, Guwahati, Virat Kohli's portrait",famous personality (fp),text only (to),relevant,Famous Personality,Neutral ,15138.0
2543701089240799,https://www.facebook.com/1954072204870360/posts/2543701089240799/,Narendra Modi Once Again Shows His Class In Front Of A Large Audience By Touching A Woman's Feet,"क्यों महिला के सामने झुके पीएम मोदी?

Narendra Modi Bharatiya Janata Party (BJP)",2020-01-03 16:35:15,Politics,Famous Personality,Trending,"Narendra Modi, BJP, Respect, Audience",famous personality (fp),text only (to),relevant,Famous Personality,Neutral ,25669.0
2543690275908547,https://www.facebook.com/1954072204870360/posts/2543690275908547/,Sachin Tendulkar Shares An Inspirational Video Of A Disabled Cricketer,"कौन है वो दिव्यांग क्रिकेटर जिसका खेल देख दंग रह गए सचिन तेंदुलकर ?

Sachin Tendulkar",2020-01-04 09:05:15,Others,"Person Specific, Cricket, X-Factor","Trending, Inspiring","Sachin Tendulkar, Disabled Cricketer, Cricketer, Inspiration, Sports, motivation",commoner (np),text only (to),neutral,Commoner,Neutral ,15746.0
2543599709250937,https://www.facebook.com/1954072204870360/posts/2543599709250937/,ISRO Director Plays Flute During A Commitee Meeting,"विज्ञान के अलावा किस कला में माहिर हैं इसरो के ये डायरेक्टर? 

ISRO - Indian Space Research Organisation",2020-01-03 12:05:15,Technology & Innovations,"Famous Personality, Music","General, Entertaining ","Flutes, Space, ISRO, Instrument, Director",famous personality (fp),other,no music,Famous Personality,Action,18768.0
2543648599246048,https://www.facebook.com/1954072204870360/posts/2543648599246048/,Job Of The Newly Formed 5th Division DMA,"क्या काम करेगा रक्षा मंत्रालय का 5वां विभाग डीएमए? जिसके चीफ हैं जनरल बिपिन रावत

ADGPI - Indian Army",2020-01-03 20:35:15,Forces,"Army, Facts",Informative,"Indian Army, Bipin Rawat, Indian Navy, Indian Air Force, Chief Of Defence",famous personality (fp),text only (to),neutral,Famous Personality,Happy ,25963.0
2542914882652753,https://www.facebook.com/1954072204870360/posts/2542914882652753/,Modi Govt Announces Rs 102 Lakh Crores To Boost Infrastructure,"क्या है मोदी सरकार का 5 ट्रिलियन इकोनॉमी बनाने का प्लान?

Nirmala Sitharaman Ministry of Finance, Government of India",2020-01-02 20:30:15,Government,"Economy/Economic,  News",Informative,"Infrastructure, Nirmala Sitharaman, 102 Lakh Crore investment, Indian Economy, 5 Trillion Economy, Narendra Modi, Nirmala Sitharaman News",other,text only (to),neutral,Famous Personality,Happy ,4315.0
2542698386007736,https://www.facebook.com/1954072204870360/posts/2542698386007736/,Pope Francis Slaps a Woman's Hand Who Tried To Pull Him,क्यों नए साल पर आया पोप को गुस्सा?,2020-01-02 17:27:15,Global News," Religion, Famous Personality","Controversial, Viral","Vatican City, Pope, Pope francis slaps woman's hand, Pope apologizes, Pope Francis apologizes, Pope Francis new year prayer",Crowd, common voice (optv),no music,Commoner,Happy ,4614.0
2543637219247186,https://www.facebook.com/1954072204870360/posts/2543637219247186/,Moradabad Railway Station Installs Biodegradable Plants To Save Environment,मुरादाबाद पर स्टेशन के कचरे से कैसे हरे-भरे हो रहे हैं  पेड़-पौधे?,2020-01-04 15:00:15,Environment/Ecosystem," Crisis, Conservation",General ,"Moradabad, Biodegradable, plants, Railway Station, Environment",commoner (np),text only (to),neutral,Commoner,Neutral ,9135.0
2542795045998070,https://www.facebook.com/1954072204870360/posts/2542795045998070/,Infant Death Toll Rises Over 100 At Kota Hospital,"कोटा में 100 बच्चों की मौत के बावजूद जारी है प्रशासन की लापरवाही

Ministry of Health and Family Welfare",2020-01-03 09:00:15,Government,"Health, News",Shocking/Surprising,"Kota, Rajasthan, Kota infant death, infant mortality, Kota JK Hospital, jk lon hospital infant deaths, death toll, om birla",commoner (np), common voice (optv),no music,Building/ Factory,Neutral ,4221.0
2542725459338362,https://www.facebook.com/1954072204870360/posts/2542725459338362/,ISRO Plans Key Missions In 2020,"कैसे होगा 2020 इसरो का साल?

ISRO - Indian Space Research Organisation",2020-01-02 14:09:15,Government," Policies/Norms/Rules, News",Informative,"Space, ISRO, Chandrayaan 3, Chandrayaan, Moon Mission, Gagan Yaan, Man Mission, K Sivan",other,text only (to),relevant,Object,Action,11340.0
2543966789214229,https://www.facebook.com/1954072204870360/posts/2543966789214229/,Kapil Dev - The Man Who Led India To The First Ever Cricket World Cup,"टीम इंडिया को पहली बार वर्ल्ड कप जीताने वाले कप्तान कपिल देव का आज है जन्मदिन

Indian Cricket Team Ranveer Singh",2020-01-06 09:05:15,Sports & Games,"Famous Personality, Cricket","Inspiring, Informative","Indian Cricket Team, Team India, 1983, Cricket World Cup",famous personality (fp),other,relevant,Famous Personality,Happy ,65745.0
2544053769205531,https://www.facebook.com/1954072204870360/posts/2544053769205531/,#SundayStruggle - Superstar Amitabh Bachchan And His Journey,"कई सारे rejection के बावजूद कैसे सदी के महानायक बने Amitabh Bachchan

Amitabh Bachchan

(via फिल्मी NEWJ)",2020-01-05 15:00:15,Entertainment,"Famous Personality, Bollywood",Profile,not editable,famous personality (fp), voice of famous personality (fpv),low,Famous Personality,Happy ,198087.0
2544041572540084,https://www.facebook.com/1954072204870360/posts/2544041572540084/,Happy Birthday Mamata Banerjee - The Woman To Change The Face Of West Bengal,"मां, माटी, मानुष की राजनीति करने वाली ममता

 All India Trinamool Congress",2020-01-05 09:05:15,Politics,Famous Personality,"Day-specific, Profile","West Bengal, mamata banerjee, trinamool congress, POlitics, politician",famous personality (fp),text only (to),neutral,Famous Personality,Action,8934.0
2543763025901272,https://www.facebook.com/1954072204870360/posts/2543763025901272/,The Unique Mosque And Its Unique Beliefs,"ये है इकलौती ऐसी दरगाह जहां फूल नहीं बल्कि पत्थर चढ़ाते हैं, क्या है इसकी वजह?",2020-01-04 12:05:15,Places,"Religion, Facts",Shocking/Surprising,"God, Mosque, Worship, Stones, Unique, Belief",other,text only (to),neutral,Commoner,Neutral ,21956.0
2543917099219198,https://www.facebook.com/1954072204870360/posts/2543917099219198/,This Old Man Created A Museum With His Old Collections,"पुराने सामान को संजोकर रखने का था शौक, देखते ही देखते घर बन गया म्यूजियम",2020-01-04 18:00:15,Skill & Art ,"X-Factor, Person Specific","Shocking/Surprising, Inspiring","Museums, Old Man, Collection, Unique, Motivation, Inspiring",commoner (np),text only (to),neutral,Commoner,Happy ,27706.0
2539490079661900,https://www.facebook.com/1954072204870360/posts/2539490079661900/,General Bipin Rawat Set To Become India's First Chief Of Defence,"बिपिन रावत होंगे देश के पहले चीफ ऑफ डिफेंस स्‍टाफ, क्यों जरुरी था ये पद?

ADGPI - Indian Army | Indian Air Force | Indian Navy Ministry of Defence, Government of India",2019-12-30 17:23:15,Forces,"Army, Famous Personality, News",General ,not editable,famous personality (fp),text only (to),relevant,Famous Personality,Proud,53388.0
2539277393016502,https://www.facebook.com/1954072204870360/posts/2539277393016502/,When Shahid Afridi Broke His Own TV Set,"पहले मैच हारने पर टूटते थे टीवी, शाहीद अफरीदी ने आरती सुन तोड़ा टीवी",2019-12-30 13:00:15,Sports & Games,"Famous Personality, Cricket",Shocking/Surprising,"Shahid Afridi broke his TV, Shahid Afridi on Indian serials, Shahid Afridi shows his real face, Shahid Afridi breaks his tv set, Shahid Afridi's daughter, Shahid Afridi interview",famous personality (fp), voice of famous personality (fpv),low,Famous Personality,Happy ,7882.0
2539290943015147,https://www.facebook.com/1954072204870360/posts/2539290943015147/,Social Media Goes Gaga Over Elderly Couple's Marriage,"67 का दूल्हा, 65 की दुल्हन, सोशल मीडिया पर ट्रेंड करने लगा ये 'नवदंपति'",2019-12-31 12:00:15,Lifestyle,Person Specific,Trending,"Kerala, Kerala Couple marry, Kerala couple old-age home, Cute kerala old couple, Old age couple gets married in old age home, old couple wedding in kerala",other,text only (to),relevant,Commoner,Happy ,39717.0
2539520352992206,https://www.facebook.com/1954072204870360/posts/2539520352992206/,NEWJ Rewinds 2019 - Leaders Who Bid Us Adieu,"2019 में इन नेताओं ने कहा हमें अलविदा

#NEWJRewinds2019

Bharatiya Janata Party (BJP) | Indian National Congress",2019-12-30 20:30:15,Politics,Famous Personality,"Compilation, Emotional","Indian National Congress, Sushma Swaraj, Sheela Dixit, Manohar Parrikar, Arun Jaitley, George Fernandes, BJP",famous personality (fp),text only (to),neutral,Famous Personality,Happy ,17105.0
2536236403320601,https://www.facebook.com/1954072204870360/posts/2536236403320601/,Farmer Builds PM Modi's Temple In Tiruchirappalli,"तमिलनाडु के किसान ने बनाया प्रधानमंत्री मोदी का मंदिर, सुबह-शाम करता है आरती

Narendra Modi",2019-12-27 17:00:15,Politics,"Famous Personality, Person Specific",Shocking/Surprising,"Tiruchchirappalli, Tamil Nadu, Modi temple, Narendra modi temple in tiruchirappalli, farmer builds modi temple",famous personality (fp),text only (to),neutral,Famous Personality,Happy ,30206.0
2536317359979172,https://www.facebook.com/1954072204870360/posts/2536317359979172/,Shoaib Akhtar Exposes Pakistan Cricket Team's Discriminatory Policy,"शोएब अख्तर ने खोली पाकिस्तान की पोल, बोले - हिंदू होने के कारण दानिश को नहीं मिलता था मौका

Shoaib Akhtar",2019-12-27 15:19:15,Sports & Games,"News, Cricket, Famous Personality",Shocking/Surprising,"Danish kaneria, Shoaib Akthar on Danish Kaneria, Pakistani spinner Danish Kaneria, Danish kaneria match-fixing, Shoaib Akhtar videos, Shoaib akhtar shows danish kaneria incident",famous personality (fp), voice of famous personality (fpv),neutral,Famous Personality,Sad,91053.0
2536444163299825,https://www.facebook.com/1954072204870360/posts/2536444163299825/,NEWJ Rewinds 2019 - Top 10 Wealthiest Indians,"2019 में कौन रहें भारत के 10 सबसे अमीर लोग? 

#NEWJRewinds2019",2019-12-28 20:30:15,Business,"Economy/Economic, Famous Personality ",Compilation,"Mukesh Ambani, Gautam Adani, Azim Premji, Cyrus Mistry, Shapoorji Pallonji Mistry, Richest Indians of 2019, Wealthiest Indians in 2019",famous personality (fp),text only (to),neutral,Famous Personality,"Happy, Proud",14689.0
2536175149993393,https://www.facebook.com/1954072204870360/posts/2536175149993393/,Ramanand Sagar - Indian Television's Showman,देश को टीवी पर पहली बार रामायण दिखाने वाले रामानंद सागर का आज है जन्मदिन,2019-12-29 09:00:15,Entertainment,"Digital/TV, Famous Personality",Profile,"Ramanand Sagar, Ramayan, TV show Ramayan, Ramanand Sagar Ramayan, Indian television, Ramayan and Mahabharat, best tv show, Lord Rama",famous personality (fp),text only (to),no music,Famous Personality,Action,264905.0
2535347286742846,https://www.facebook.com/1954072204870360/posts/2535347286742846/,"All 130 Crore Indians Are Hindus, Says Mohan Bhagwat",क्यों संघ प्रमुख मोहन भागवत ने देश के सभी लोगों को कहा हिंदू?,2019-12-26 17:00:15,Politics,"Religion, Statement/Speech",Controversial,not editable,famous personality (fp), voice of famous personality (fpv),no music,Famous Personality,Proud,57850.0
2535279080083000,https://www.facebook.com/1954072204870360/posts/2535279080083000/,Prafulla Kumar - Odisha's 'Dancing Sir',कैसे ये डांसिंग टीचर सोशल मीडिया पर जीत रहे हैं सबका दिल?,2019-12-29 12:00:15,Education,"Internet Sensation, Person Specific, Dance",General ,not editable,commoner (np), common voice (optv),no music,Commoner,"Happy, Action",49068.0
2550794401864801,https://www.facebook.com/1954072204870360/posts/2550794401864801/,Over 30000 Women Got Their Uterus Removed In Maharashtra,"क्यों कुछ पैसों की खातिर 30,000 महिलाओं ने दे दी कोख की बलि?

CMOMaharashtra | Dr Nitin Raut",2020-01-10 20:30:15,Lifestyle,"Health,  Economy/Economic, News",Shocking/Surprising,"Mumbai, Maharashtra, Uterus removed in maharashtra, beed, Nitin Raut, Sugarcane Worker",commoner (np), common voice (optv),no music,Commoner,Action,7404.0
2540352556242319,https://www.facebook.com/1954072204870360/posts/2540352556242319/,Free Milk In The Exchange Of Plastic Waste In Panchkula,"10 प्लास्टिक की बोतल लाओ, दूध का पैकेट फ्री में ले जाओ

Panchkula Municipal Corporation",2020-01-01 09:00:15,Environment/Ecosystem,"Crisis, Conservation",Inspiring,"Haryana, Commercial Dairy Farming, Waste management, Free milk for plastic waste, Panchkula, Exchange plastic for milk, panchkula nagar nigam",other,text only (to),relevant,Object,Neutral ,32867.0
2535252810085627,https://www.facebook.com/1954072204870360/posts/2535252810085627/,Ring Of Fire - Decade's Last Solar Eclipse Seen In Most Parts Of India,"देश ने देखा दशक का आखिरी सूर्य ग्रहण, प्रधानमंत्री मोदी ने शेयर की तस्वीर

Narendra Modi",2019-12-26 14:14:15,Environment/Ecosystem,"News , Science",Informative,"Narendra Modi, Solar eclipse, Surya grahan, Narendra modi solar eclipse, ring of fire, last eclipse of the decade",other,text only (to),neutral,Nature,Neutral ,6944.0
2536227693321472,https://www.facebook.com/1954072204870360/posts/2536227693321472/,Sevabharathi - One Of Tamil Nadu's Largest NGOs,"एक ऐसी संस्था जो लोगों को दे रही है जीवन की नई रोशनी

Sevabharathi Tamilnadu",2019-12-29 20:35:15,Lifestyle,Social Work,Informative,"Tamil Nadu, Sevabharathi Tamil Nadu, Tsunami sevabharathi, sevabharathi videos tamil, sevabharathi tamil",commoner (np),other,neutral,Commoner,"Happy, Proud",4758.0
2534184340192474,https://www.facebook.com/1954072204870360/posts/2534184340192474/,AAP Leader Bhagwant Mann's Verbal Spat With a Journalist,क्यों पत्रकार से प्रेस कॉन्फ्रेंस के दौरान भिड़ गए आम आदमी पार्टी के सांसद भगवंत मान?,2019-12-26 10:00:15,Politics,"Statement/Speech, Famous Personality",Controversial,"Aam Admi Party, Bhagwant Mann, Bhagwant Mann fight, Bhagwant Mann drunk, Bhagwant Mann Verbal spat, Bhagwant mann politics",commoner (np), common voice (optv),no music,Commoner,"Anger, Action",3943.0
2534336616843913,https://www.facebook.com/1954072204870360/posts/2534336616843913/,All That You Need To Know About NPR (National Population Register),"क्या है एनपीआर?

 Prakash Javadekar",2019-12-25 16:53:15,Government,Facts,Explainers,"NPR, NRC, CAA, Census 2021, National population register, Amit Shah, BJP, NRC and NPR",famous personality (fp), voice of famous personality (fpv),no music,Crowd,Happy ,7448.0
2534172456860329,https://www.facebook.com/1954072204870360/posts/2534172456860329/,Goa Police Turns Santa To Create Traffic Awareness,क्यों सड़को पर सांता क्लॉज बनी गोवा पुलिस?,2019-12-25 20:30:15,Forces,"Police, Awareness","Funny, Inspiring","Goa, Santa Clause, Goa police turns Santa clause, Goa traffic police, Panji, Goa police, Christmas Celebration",commoner (np),text only (to),relevant,Commoner,Happy ,4267.0
2535200876757487,https://www.facebook.com/1954072204870360/posts/2535200876757487/,Truck Carrying An Abandoned Aircraft Gets Stuck Under a Flyover Bridge,कैसे हाइवे पर पुल के नीचे फंस गया ये प्लेन?,2019-12-27 10:00:15,Others,"News, Internet Sensation",Shocking/Surprising,"Durgapur, West Bengal, Plane gets stuck under the bridge, truck gets stuck, accident, road accident, truck under the bridge",other,text only (to),neutral,Object,Neutral ,12439.0
2535349966742578,https://www.facebook.com/1954072204870360/posts/2535349966742578/,NEWJ Rewinds 2019 - A Year Of Elections In India,"चुनावों के मामले में कैसा रहा 2019?

#NEWJRewinds2019",2019-12-26 20:30:15,Politics,News,Compilation,"Lok sabha elections, general election 2019, Maharashtra elections, Karnataka elections, Narendra Modi, BJP Govt, Jharkhand elections, elections",commoner (np), common voice (optv),neutral,Famous Personality,Happy ,3459.0
2534127486864826,https://www.facebook.com/1954072204870360/posts/2534127486864826/,Marking 15 Years Of Tsunami Tragedy,15 साल बाद भी ताजा हैं सुनामी के दिए हुए जख्म,2019-12-26 08:00:15,Environment/Ecosystem,crisis,Day-specific,"Indonesia, Tamil Nadu, Maldives, Tsunami, 15 years of Tsunami, Tsunami waves, Tsunami death toll, tsunami tides",other,text only (to),neutral,"Nature, Commoner","Fear, Action",30741.0
2533218686955706,https://www.facebook.com/1954072204870360/posts/2533218686955706/,Aisi Taisi Democracy's Satirical Take On Pollution Crisis,"‘पल-पल दिल के पास’ के बाद अब आया पल-पल पॉल्यूशन

Aisi Taisi Democracy",2019-12-25 18:30:15,Environment/Ecosystem,"Crisis, Music",Trending,"Comedy & Parody Music, Aisi taisi Democracy, Rahul ram indian ocean, Pal pal pollution, Satire, Parody, Rahul Ram and Varun Grover, Paradox",commoner (np),other,no music,Commoner,Action,20436.0
2532261750384733,https://www.facebook.com/1954072204870360/posts/2532261750384733/,Sadhvi Pragya Thakur Creates Chaos In a Flight,क्यों यात्रियों ने साध्वी प्रज्ञा से कहा “आपको शर्म आनी चाहिए”?,2019-12-23 17:12:15,Politics,"News, Famous Personality, Crime","Controversial, Viral","Sadhvi Pragya Singh, Sadhvi Pragya Singh Thakur flight, Sadhvi Pragya viral video, Sadhvi Pragya fight with passengers, Sadhvi Pragya fights in flight",famous personality (fp), voice of famous personality (fpv),no music,Famous Personality,Happy ,10317.0
2532120143732227,https://www.facebook.com/1954072204870360/posts/2532120143732227/,Rohit Sharma Breaks Jayasurya's 22-Year-Old Record,"अब किस रिकॉर्ड को तोड़ हिट हुए रोहित?

Rohit Sharma",2019-12-24 08:00:15,Sports & Games,"Cricket, Award/Achievement, Famous Personality","Trending, Informative","Rohit Sharma, Sanath Jayasurya, Rohit sharma highest runs in 2019, Rohit Sharma breaks Sanath Jayasurya's record, Rohit sharma double centur, rohit sharma",famous personality (fp),text only (to),relevant,Famous Personality,Proud,6344.0
2533059360304972,https://www.facebook.com/1954072204870360/posts/2533059360304972/,Those 8 Days of Kandahar Hijack Terror,कंधार हाईजैक - कैसे खत्म हुए थे डर के वो 8 दिन?,2019-12-24 12:45:15,Judiciary & Crime,Crime,"Scary, Informative, Day-specific",not editable,other,text only (to),relevant,Other,Action,598574.0
